                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.7406,                 3.4711,                 1.6505,                0.44303,                0.47867,                0.27367,                0.17345,                 1.2919,                 2.9009,                 1.3059,             0.00030261,             0.00030261,             0.00030261
